,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_delta2_0,mfcc_delta2_1,mfcc_delta2_2,mfcc_delta2_3,mfcc_delta2_4,mfcc_delta2_5,mfcc_delta2_6,mfcc_delta2_7,mfcc_delta2_8,mfcc_delta2_9,mfcc_delta2_10,mfcc_delta2_11,mfcc_delta2_12,mfcc_delta2_13,mfcc_delta2_14,mfcc_delta2_15,mfcc_delta2_16,mfcc_delta2_17,mfcc_delta2_18,mfcc_delta2_19,mfcc_delta2_20,mfcc_delta2_21,mfcc_delta2_22
710,-539.3211,157.70695,-19.930414,-3.814217,-27.595812,-12.741163,-19.83073,-18.870188,-10.002982,-12.272155,-4.088266,-3.5803468,-11.3727045,-8.534396,1.6375533,-5.495546,-5.920316,-0.41266116,-5.371334,-4.376742,-2.7214272,-4.3518925,-2.3883722,-0.017159758,-0.010161754,-0.006575395,0.00095992757,0.0011801753,0.0005758073,0.0022568442,-0.0014826615,0.0009902943,-0.0015286427,0.0015148012,0.0022735815,0.0045155426,0.0049400143,0.005450078,0.005567205,0.00467036,0.004193813,0.006089182,0.0032708985,-0.00027637978,0.00077599875,0.0035232683
711,-490.19705,147.27147,-12.836223,-5.513941,-20.96393,-18.142632,-10.6341095,-21.492666,-16.130022,-2.027884,-9.440824,-8.88989,-3.7939131,-6.246421,-3.902282,-4.2836213,-5.9247117,-4.1332116,-4.4772253,-5.895164,-4.2849064,-3.7051344,-4.603899,-0.067180544,-0.03294556,0.039378867,0.01761687,-0.0055139046,0.002960438,-0.00036262942,0.0018583956,-0.00015263457,-0.011901553,-0.0074611036,0.0053514126,0.0060179275,-0.00021559256,0.0069629354,0.01020104,0.0001802025,0.0022903865,0.007954745,0.0030610575,-0.00036444064,-0.0037208684,-0.0022844335
712,-491.57794,156.8945,-23.781046,7.76272,-22.539047,-16.905338,-14.028138,-18.71014,-12.411173,-5.020216,-10.347644,-7.247469,-5.736153,-9.031716,-3.6775503,-5.308328,-5.9046535,-2.1320553,-5.3981056,-7.5454884,-4.7278423,-4.5964103,-6.2672253,-0.02413668,0.0013702136,0.007624871,-0.00075579167,0.0034474463,-0.0052923807,-0.0048444034,-0.009514706,0.0068284497,0.013743232,-0.0046820664,0.00079279346,0.0049164225,0.0020353086,0.009386755,0.007211969,0.011895098,-0.009506544,-0.002613581,0.010139887,0.0007902223,0.0011141682,0.011402328
713,-483.3019,149.94537,-20.360416,3.316114,-14.628155,-25.426674,-17.639475,-18.102303,-13.342469,-11.932557,-13.113087,-7.4308796,-9.393933,-10.52923,-1.728386,-6.4260144,-8.303097,-3.71309,-6.983053,-6.001222,-3.0320375,-7.78909,-6.6157045,-0.13115655,-0.026973154,0.054853175,-0.01764936,0.00729437,0.011452075,0.0030256878,0.010547301,0.0077575105,0.00038588024,-0.0047380435,-0.0021295215,0.010645427,0.0012095722,-0.0062988997,0.0083616655,0.0011895592,0.009123253,0.009952968,-0.005937581,0.008595216,0.012777303,0.0022444436
714,-519.6848,159.5286,-15.949745,-1.6740131,-18.709652,-17.985798,-11.548067,-19.211525,-13.135291,1.0911537,-8.583338,-8.827559,-5.056402,-8.403268,-3.3823905,-5.402492,-5.3332233,-3.0789278,-5.289753,-4.474452,-3.953415,-5.60725,-6.407824,-0.03533834,0.006147652,0.016601585,-0.010808656,0.0011330143,-0.0005824779,0.0023814351,0.003465942,0.0035658912,-0.0012982215,0.0033493193,0.003888402,0.001491841,-0.00026691216,0.0009818068,0.0038310743,-0.0011162393,-6.724259e-05,0.0035668307,0.0026678846,-0.00098528,0.0005404753,0.00045126947
715,-500.9258,140.35326,-8.68569,-0.018524276,-21.587376,-16.28523,-12.353387,-21.850674,-11.231707,-3.9097302,-9.587471,-7.496298,-7.2607455,-8.800168,-3.7053444,-2.4154694,-5.0963335,-3.5696523,-4.2727,-5.5658374,-3.9623759,-4.5031238,-6.14231,-0.054173835,-0.013978223,0.016386291,-0.012238911,-0.004130888,0.00097085047,0.0017585926,4.6993053e-05,-0.0030063596,-0.0047490546,0.0052650897,0.0034137028,-0.003210968,0.0011322876,-0.0011041525,0.00084336696,-0.0011725863,-0.00011469705,0.0020415373,0.0006369046,0.0027263132,0.0008515701,0.003888344
716,-511.27756,154.39851,-18.185577,7.852055,-16.44885,-14.671644,-18.733929,-20.65397,-12.247641,-3.8348453,-9.918908,-8.349089,-8.137051,-9.110538,-2.6722836,-5.4193482,-4.9602895,-2.4318593,-5.3215203,-6.011704,-3.6298838,-4.5868235,-6.882271,0.013348918,0.010996681,-0.009854635,-0.0062301382,0.0038666623,-0.007809397,0.003940698,-0.0022348813,-0.007202782,0.007202353,0.001682428,0.0009239767,-0.0013444481,-0.00097581465,0.0011120256,-0.0014638996,-0.001272165,0.004745729,-0.00023849618,-0.006302348,-0.00048010427,0.0023291628,-0.00096238824
717,-531.78656,142.70332,-6.6325097,2.3122387,-19.279802,-16.515116,-16.781622,-20.411,-11.910982,-4.43666,-8.223287,-4.8343325,-8.042135,-9.436762,-2.1332781,-5.1103745,-4.973677,-1.9393023,-3.8293288,-5.8970737,-4.2408257,-5.6982455,-5.203849,-0.041981988,-0.018267209,0.0150828,0.0117000025,0.005857602,0.0063164392,0.004778759,0.0072685676,0.009895423,-0.003195776,0.012590155,0.0096427575,0.0050981166,0.0011390541,0.004427763,0.007859659,0.0056479424,0.0077931993,-0.00017080849,0.0054465556,0.0070270873,0.0015128886,-0.0047214683
718,-486.6285,111.115425,7.469808,-7.6780725,-20.245754,-18.259518,-12.031849,-21.790257,-14.819924,-2.1118293,-6.739341,-9.211434,-6.4697905,-7.976694,-6.3212843,-2.727574,-2.4932966,-3.329835,-4.4659014,-4.7277727,-3.480453,-4.7635374,-6.1276035,-0.011096094,-0.005550859,0.0048114825,0.0019660774,-0.0018032481,-0.0024046446,-0.0008636402,0.0005612741,-0.0011333042,-0.0014837065,0.00095761433,0.0009124812,0.0007516753,0.0012060251,-0.00040901775,-0.0006656141,0.0011256611,0.0012436734,-3.2877782e-05,0.0012577968,0.0019655721,0.0002445038,-4.694047e-05
719,-492.65247,148.13263,-17.978035,-2.5825915,-19.730862,-16.384092,-12.220423,-21.66523,-15.258975,-2.346475,-8.372226,-7.608929,-5.579448,-7.707303,-4.1131086,-5.1445055,-3.3088741,-3.5529222,-6.126106,-4.7138457,-3.90006,-6.69644,-6.774414,-0.032957114,-0.0153017305,0.01689109,-0.0006158143,0.003463834,0.009828177,-0.0031495746,0.002395803,0.008136535,0.001063669,0.005343362,0.007143281,-0.00077230495,0.008006977,0.0044100215,0.0041067395,0.0019454804,-0.0018503773,0.0057860534,0.004536689,0.000568781,-0.000905365,0.00016912738
720,-502.55112,140.1009,-7.1198134,-1.9006188,-20.99322,-17.952644,-14.891573,-21.852533,-13.909399,-2.5860777,-9.352377,-9.013346,-6.9519687,-7.887235,-3.2769227,-4.107338,-4.303663,-1.9315935,-2.8669317,-4.337811,-3.42302,-4.7856226,-6.385591,-0.011126437,-4.7786452e-05,0.004789325,-0.0045226896,0.00050362304,0.0023389782,0.002398702,0.00080996583,-0.0013492288,0.00065323693,0.0007054906,-0.00093185395,-0.0008370395,0.0014155426,0.0011510256,4.049524e-05,0.0003302048,0.00014740355,0.0013732862,-0.00024843405,-0.002173841,0.00060724316,-9.916855e-05
721,-537.1396,164.48392,-20.482666,-2.4531116,-26.407152,-11.390053,-16.948051,-18.789309,-7.3993936,-10.225925,-5.6958504,-4.7825127,-7.8593745,-9.239954,2.0663495,-4.033684,-8.1810665,-2.066481,-6.2452483,-4.949387,-2.339773,-3.4633121,-2.1069345,-0.03935572,-0.0019629276,0.025841981,0.0008845141,0.00448598,0.005741552,0.0054285554,0.0013755865,-0.0011657426,0.002545634,0.0009772537,0.0012649277,0.00095614773,0.0026752425,-0.0011176178,0.0009387326,0.0019282401,-0.0029817708,-0.0029827084,-0.0021019513,0.00031543936,0.001845775,-0.001553851
722,-504.1091,147.00934,-12.847451,2.026721,-22.69179,-20.121653,-16.162258,-23.096926,-14.851485,-5.5227966,-8.771243,-8.139369,-10.201838,-10.744588,-3.1394222,-5.835168,-5.5128694,-1.5319293,-5.663997,-6.532572,-3.1891613,-6.063091,-7.4361367,-0.024667831,-0.0026468914,0.010015645,0.0006430041,0.0020083922,0.0056094253,0.0075537814,0.0025145905,0.0051062484,0.0020231807,0.0054978402,0.0017431348,0.0020461553,0.0017063441,0.0020986055,0.002938144,-0.00087271014,0.002067034,0.0024508233,0.0030922329,-0.0002776503,0.00021032983,0.003700521
723,-473.56238,127.72238,-9.216863,2.0405211,-18.631773,-20.943726,-15.561172,-22.222271,-15.742887,-7.5815425,-8.931197,-6.9071407,-10.583699,-10.472993,-5.2329783,-4.216302,-4.9588594,-3.5560026,-3.4590364,-5.009698,-4.0255203,-4.1243596,-5.5177755,-0.019460713,0.0033044121,0.006070593,-0.0029308088,0.0035228925,0.0045972266,0.0049996767,-6.725243e-05,-0.003565941,0.0031501027,0.003544713,-0.0025096089,-0.0013782913,0.0016289022,0.0038294182,-0.000620358,0.0016883375,0.0029074652,0.0028961808,-0.0014314376,0.0020736482,0.0017622708,0.0055122795
724,-482.54614,126.94364,-8.663713,2.4114337,-14.270326,-20.023659,-15.917224,-21.332836,-16.550114,-6.919613,-8.13413,-5.9273114,-7.8546443,-10.172372,-4.045199,-6.1206136,-5.640198,-1.1722615,-4.2400665,-6.508143,-3.0899372,-4.330244,-6.8279576,-0.025790218,-0.008850559,0.015041749,-0.00028147222,0.0011858649,0.0065078614,3.087884e-05,0.0043348265,0.003200067,-0.0036784608,0.0012335146,0.0017459841,0.0023104833,0.0022792495,0.00022171224,0.0023563493,0.0013188187,-0.00089873554,-0.00019461797,0.0009950517,0.00051063625,0.0010022849,0.00090314704
725,-556.669,151.05138,-9.493161,-2.4530241,-15.310423,-19.962347,-18.039146,-17.28828,-15.321967,-7.4595804,-2.77857,-4.26854,-8.812023,-7.4583406,-2.3792005,-4.976658,-4.9615903,-1.3400139,-3.4550242,-5.6218815,-3.862969,-5.070719,-4.4142003,-0.01731057,0.0010443374,0.013219291,-0.0075697163,-0.0009710439,0.0085503,0.005978678,-0.0033645888,0.0022549261,0.0020443439,0.0024916995,0.004700382,-0.0005287932,0.0032724387,0.0024108244,0.005377943,0.004599898,0.0014968464,0.0036779896,0.0036013748,0.0031720016,-0.0014836952,0.0011419344
726,-520.7391,148.40324,-18.63759,1.5430021,-16.525536,-22.709679,-16.152367,-22.678932,-17.655561,-3.4676435,-7.4923434,-8.907046,-5.6816955,-6.7981596,-5.7096124,-5.2500257,-4.114636,-3.7254913,-5.192112,-5.723152,-3.7347093,-4.9032545,-6.1610003,-0.031443767,-0.0016251027,0.016611302,-0.001675263,0.0018100552,0.0065557277,0.009153981,-0.0042584618,0.0019167607,0.0009874724,0.01109924,0.0059846262,0.0011480525,0.005789396,0.0037814379,0.0040343353,0.0025383,-0.0043365466,0.0010745564,0.008294778,-0.00020119413,0.00042596663,-0.0006490753
727,-501.20035,149.46321,-13.994234,-3.5720983,-22.263384,-18.019966,-11.857219,-24.272934,-19.527292,-5.687932,-8.696414,-9.545528,-3.9703238,-5.959481,-8.154923,-4.8770556,-3.4269745,-4.6695113,-5.4757996,-4.278697,-4.063839,-5.8820486,-6.5540195,-0.10977157,-0.02272618,0.031331234,-0.02782369,0.0040731085,0.0056909085,0.007007235,0.026512783,0.0037367432,-0.012981766,0.013357178,0.013396841,-0.000532081,0.001993512,0.0018160798,-0.0057343543,0.001881933,0.0062539447,0.005525909,0.005528528,0.004581377,0.004877424,0.004780659
728,-532.0484,157.12117,-12.70863,-8.018875,-16.122301,-19.350874,-16.573183,-19.814312,-15.3667965,-5.0107574,-6.338134,-6.6618752,-5.851009,-8.671125,-5.657512,-4.391004,-5.2995734,-3.7013264,-4.188606,-4.5481424,-4.618701,-4.753737,-5.037299,-0.005581281,-0.000632944,0.0019480381,-0.0030247087,-0.0030844538,-0.0009247092,0.0019694818,0.0020143825,0.0022212137,0.0018411617,0.001073099,0.0010937486,0.0006290967,0.00129011,0.00025045578,-0.0013730332,0.0028298553,0.0012306401,-0.0008147379,0.0008317975,0.0021264274,0.0010268313,0.001678419
729,-531.6369,142.15793,-8.365877,5.749672,-15.601233,-16.029753,-18.900366,-23.420637,-12.996139,-5.0543594,-9.571346,-6.609639,-6.4063745,-9.724426,-5.572713,-4.1859465,-4.528855,-3.3538773,-4.943221,-4.40312,-2.7068532,-4.895351,-6.310474,-0.017048975,-0.0034930857,0.0048670587,-0.0021362067,0.00033190887,-8.9025474e-05,0.0014380888,0.0041221953,0.0017267508,-0.0008547972,0.0035879964,0.0020220003,0.0005099568,0.00051480724,-0.00073757005,-0.00058919366,-0.00056737685,-0.0003097178,0.00035558568,-0.00021088803,-0.0004113246,-0.00047691475,0.0012228183
730,-515.3639,156.67877,-21.03212,9.753764,-12.571596,-14.781897,-21.942617,-24.241205,-13.481521,-6.470824,-7.5400176,-6.6797767,-8.70699,-9.733505,-3.8322644,-5.1556993,-4.9110765,-0.8288578,-5.5201125,-5.873365,-0.63483316,-4.5565305,-8.293933,-0.09985546,-0.09172207,0.028027011,0.032825492,0.014873968,0.022253873,0.0055386242,0.012817783,0.008832234,-0.0015245974,0.002006523,0.0011791115,-0.0010689048,0.011047966,0.010124317,0.020535303,0.009990241,-0.0038631253,-0.0033506963,0.0018365446,0.0018469116,0.0052446867,0.006156772
731,-501.54178,148.05675,-22.205467,-0.84656674,-12.790139,-21.340288,-19.22104,-21.158451,-15.449099,-8.18142,-6.968779,-4.3540974,-8.009567,-10.476041,-3.812547,-3.8500967,-5.902505,-0.7522524,-4.543053,-7.299994,-1.0388104,-2.5093236,-6.664986,-0.043785673,0.012918224,0.017350683,-0.011675019,0.0036688142,-0.0059135873,0.0060940227,0.0020619733,-0.00017203271,-0.00608811,0.0041519823,0.0029932514,-0.0056047263,-0.0048306617,-0.0018722828,0.005588075,0.0021101257,-0.003855537,0.00094686734,0.0058122026,0.0009366548,0.00014855393,0.0034813883
732,-498.3167,143.58385,-13.364426,-4.5500574,-21.901205,-15.113207,-12.323919,-20.676117,-13.237255,-6.2403097,-8.414245,-6.5940275,-5.707621,-8.887157,-2.7929966,-3.1612823,-7.069308,-4.1741867,-6.900009,-6.4058766,-4.862797,-4.8273067,-3.3738635,-0.023205318,-0.003530535,0.007859505,-0.0073382617,0.000850535,6.28441e-05,-0.000811483,0.0026046068,-0.0019608682,-0.0011593364,0.0029677344,-0.0005173758,-0.00015107547,0.0017783408,-0.00078187353,0.0018251633,0.00054748845,-0.0010247423,0.0001711326,0.00042692767,1.3885509e-05,-0.0024685226,-0.0009818814
733,-545.6436,157.91908,-22.461788,13.106564,-19.89721,-20.882423,-14.442647,-17.453407,-11.785283,-11.331661,-4.8837605,-6.4829087,-8.724757,-7.777946,-1.3986439,-5.734021,-5.144153,-2.7919877,-4.7509484,-4.567107,-4.065944,-5.8559146,-5.0313897,-0.059289046,-0.0097716,0.020488312,-0.012606277,-0.00605605,0.00416469,0.013169789,0.006317351,0.0011427515,0.003998558,0.003116385,0.0038417324,-0.0037398152,-0.0015445962,0.0026332762,0.003727859,-0.0036693423,0.0018087385,0.0055474564,-0.0028154212,0.003456657,0.003932967,0.0005442215
734,-532.72284,164.09544,-17.680733,0.74144477,-20.910389,-19.546698,-10.503624,-19.126625,-15.836804,-5.1947494,-8.572412,-9.063934,-2.2394073,-7.511501,-7.8661156,-3.411036,-3.355731,-3.617503,-4.770926,-5.4191303,-3.8247483,-5.1263876,-6.752003,-0.037812,-0.010063271,0.014392795,-0.01041728,-0.0045375726,0.006523288,0.0051616924,-0.00096141436,-0.0007744656,0.009436449,0.009088585,0.0055519226,0.010613993,0.004265233,-0.0023178344,0.007420809,-0.005453293,-0.0037129929,0.00839499,-0.000753353,0.0064829546,0.00063055055,-0.003998763
735,-486.86002,142.00365,-15.21081,-2.9004683,-21.590902,-21.170883,-15.458957,-25.456207,-20.25458,-3.3349104,-10.142674,-10.750465,-6.399708,-9.676378,-7.2748733,-5.0766544,-3.7579114,-3.4494975,-5.14979,-5.4425693,-2.3569345,-3.8501713,-6.2802634,-0.03736313,0.0034,0.027115908,-0.0029911324,0.004889125,0.004562823,0.0069973017,0.0042717094,0.0015750306,0.0035789204,0.0031641573,-0.001302483,0.0017342033,0.0031623065,0.0036748382,0.0057019973,0.00055437395,0.006035524,0.004944307,0.0033160795,0.005853049,0.0017573679,0.0015036965
736,-513.028,136.39859,-7.2595544,-7.4682403,-17.676497,-17.624033,-16.186874,-23.524975,-14.767029,-5.2309604,-8.273395,-6.6150007,-6.77636,-11.827896,-4.6039805,-1.988212,-7.320424,-4.451187,-2.9362106,-6.1312118,-4.919081,-3.0891016,-5.152925,-0.013740982,0.006837665,0.010320522,-0.011657428,0.0023956492,0.0031768035,-0.0037666727,0.003975157,0.0060369517,0.00256015,-0.0037751952,-0.001865538,0.00072789926,-0.0008800394,0.0019887197,0.003684273,0.0017125015,0.0028673408,0.003924298,-0.00046754847,-0.0018592683,0.0013508004,0.0019073365
737,-551.4611,142.19485,-3.3096557,10.89764,-6.02747,-2.0267825,-9.395406,-3.5722287,-3.6109233,-5.5554023,-6.429829,-2.1410134,-4.4680176,-5.172533,-0.39620975,1.4232515,-2.2015767,-0.7153213,0.21325769,0.010097929,-1.6101276,-3.8211825,-4.4167113,0.00312583,-0.008863711,0.0025545429,0.00018701772,-0.0033279299,-0.0027342208,0.0037880903,0.0023042073,0.0030056369,-0.0006697804,-0.00062736456,1.8315211e-05,-0.00041340527,0.0021646102,-0.0008110021,0.0018242229,0.0023484714,-0.0020413948,-0.00015569932,-0.0025616898,-0.0019624343,0.00082848896,0.00039620243
738,-558.65063,134.40143,-12.681679,9.489141,-1.3361046,-0.10461206,-6.443904,-1.3773621,-3.0571105,-4.0110474,-4.506014,-1.1528952,-5.5686097,-5.114308,-1.5931386,0.044062853,-3.1194997,-1.68007,-1.8267012,-0.93485856,-2.956797,-2.5122578,-2.7593422,-0.0069543426,0.0018101884,0.002209984,-0.002740905,-7.436613e-05,8.912307e-05,0.001429894,0.0010718936,-0.0015385889,0.0018916898,0.0019985277,0.0006729367,0.000986163,0.00023586296,0.0018311178,0.0024110798,-0.0012635549,-0.0012054307,0.0011734524,0.0013578327,0.0028203405,0.001365953,-0.0003273719
739,-508.6879,149.71239,-13.988997,6.302283,-2.7470293,-2.6725926,-7.4825053,-9.05972,-2.7705202,-10.865583,-7.246575,-2.3450997,-7.5313745,-5.9870086,3.8682272,1.725346,-4.597135,-1.8609104,2.0493407,-1.3519522,-6.19458,-6.576757,-2.0926533,-0.006803621,0.0007888814,-0.0030155748,-0.0063142097,0.00638534,-0.0009689378,-0.0018380211,0.0031773166,-0.0013069942,0.00065912696,0.001839063,0.001204809,0.0021693977,0.00043761157,-0.0015612922,-0.0007846473,-0.0014302843,-0.0005684863,0.0027823155,0.00067616894,0.0011086803,0.0010815903,-0.0022683474
740,-505.67685,153.71606,-11.831013,9.291885,-7.34337,-1.6591668,-6.0400596,-6.8936334,-4.516652,-8.831169,-5.788235,-2.0022578,-5.2795076,-3.2917473,3.3999982,0.9110477,-3.1484814,-1.5958673,0.6376266,-2.3394446,-5.3751597,-5.586211,-2.3664377,-0.0012818736,-0.004336802,0.002559069,0.005814508,0.0013475461,0.002363345,0.001257209,-0.0006427284,-0.0002961916,-0.00068620173,-0.0014289995,0.0004576984,0.00028694878,0.00039020405,0.0007873296,-0.00018461913,-0.0013921929,0.00055146636,0.0012344896,-0.00030314305,0.0010473102,0.0016371884,0.0003067209
741,-502.01797,154.52649,-11.8197775,3.9545836,0.054779243,-2.3867323,-8.187876,-7.7249007,-6.50567,-11.397561,-8.435278,-4.832464,-6.3041415,-3.5227184,5.131944,0.46600303,-7.281963,-2.0948608,3.5546405,-1.2301004,-6.7575564,-7.3446274,-2.4772906,-0.0399905,0.04496416,0.040991724,-0.032505777,0.004336372,-0.0022767817,-0.011097936,-0.019280002,0.0026541913,-0.009564724,-0.009177917,0.0041061626,-0.002954047,0.00023460014,-0.0015962174,0.0060464,0.004997412,6.586425e-05,0.007094777,0.0013314151,-0.0017780155,0.0014796878,-0.0013329642
742,-489.3836,150.84065,-7.4859004,8.400021,1.1644484,0.56967616,-7.7955856,-5.5376577,-3.6776206,-9.71275,-7.242243,-2.9436595,-5.2951894,-7.440904,2.4667282,-0.4714409,-7.6265044,-1.1960173,2.5874372,-4.433682,-7.946233,-3.8052254,-2.3429863,-0.01805276,-0.011595548,0.00284302,-0.0010904546,-0.004651054,-0.0006050291,0.0029179023,0.00348273,0.005895869,0.004849338,0.00088253425,0.000958602,0.00070067466,-9.047798e-05,-0.0019533278,-0.002389854,0.0014291272,0.0012337202,-0.0018748605,-0.0004405671,0.0015898334,-0.00055966864,-0.0006590535
743,-488.16397,137.29213,0.610968,3.8502717,2.5403824,-0.15054716,-3.5845928,-5.5222487,-2.2412677,-4.8080025,-5.3274317,-2.6738281,-7.5771065,-7.5266504,3.2072225,3.4898903,-3.9833338,-4.28265,1.4475235,-1.172192,-4.7949963,-2.921108,-3.5277362,-0.0074191918,-0.002330321,0.0012880433,-0.0013608148,-0.00073847093,-0.002438258,-0.0010967948,0.0015752099,0.0010446967,-0.00041376994,-0.0005222918,-0.0014072481,8.8108405e-05,0.0010161712,-0.00011805479,0.00064724917,0.0012392856,0.00036841913,0.00021361513,0.0010592813,-0.0014332423,-0.002196809,-0.00013032192
744,-521.8455,140.88867,-2.9278219,4.179412,-0.6880069,-6.1531386,-5.5586247,-7.7480507,-1.4245937,-5.3601885,-6.2196054,-2.5342212,-9.398599,-7.3123803,3.9669957,3.5122905,-4.5268903,-4.541648,0.81437397,-2.4700336,-5.1027126,-2.8177881,-4.2463274,-0.031236256,0.012617774,0.02074376,-0.011221714,-0.00017327833,-0.0054980526,0.001791951,-0.0013085398,-0.007457049,0.0015137923,0.003151004,-0.0069827875,-0.0058569186,0.0021121015,0.0023479904,-0.0010658896,-0.00076989667,-0.001154919,-0.0023550836,0.0011152005,-0.00022954003,-0.0011689188,-0.0028318288
745,-509.19696,138.21619,-9.190757,5.5246854,-2.3157372,-7.184796,-4.877679,-6.674552,-2.6631374,-9.936567,-7.49502,-0.73956144,-10.278602,-6.468129,4.657459,0.864591,-3.9874969,-4.159863,-1.0789232,-1.8443125,-4.923356,-4.6788287,-3.1041627,-0.003988789,-0.006017617,-0.00076666503,-4.1948288e-06,-0.0021124203,0.000532494,-0.002447521,-0.0033400415,-0.0024309107,-0.0017433296,0.0009771757,0.002783546,0.0017949265,-0.0009361038,-0.00034496706,0.0010239314,0.00026655933,-0.0013758176,-0.0002888198,0.0014954442,-0.0010705293,-0.001730893,-0.00022168856
746,-508.9505,149.33052,-8.409526,9.099746,-2.1982522,-4.1874194,-6.7448964,-8.997162,-2.5747685,-7.651777,-7.5733376,-1.2040125,-9.027806,-8.183154,4.903449,2.9699585,-3.8837981,-4.4076767,-0.6630536,-1.2449279,-4.598913,-4.936763,-3.2752032,-0.013370481,0.004327333,0.004999562,-0.005775211,0.0038668192,-0.00019035884,8.940845e-05,0.00084430876,9.395154e-05,-0.00061880564,-0.000131441,0.00049097126,-0.0002873847,-0.002634782,-0.0027331978,-0.0007178736,-0.0029481424,-0.0016989624,0.0009625305,0.0006127517,-0.0010660145,-0.0011162407,0.001791492
747,-530.0953,150.02931,-11.882383,7.839714,-6.0174303,-4.457922,-9.923034,-4.006257,-2.8898346,-7.1685104,-6.575858,-1.7628961,-6.581901,-4.4034634,2.854616,2.2229857,-2.0605798,-5.097835,-1.9915986,-0.77563566,-3.8010497,-5.3621893,-3.5985374,-0.0033468348,0.0062431474,0.0014523658,-0.0031625263,0.0035041247,0.00054759684,-0.0011876713,0.0013070607,0.0024379094,-0.0006702239,-0.0005739861,0.00010265251,0.00040555853,0.0006267897,0.00047229073,0.0003271965,-0.00016495239,-0.001195481,-0.0012392517,-0.00047910548,0.0009862917,5.6304983e-05,-0.0010170669
748,-505.09402,166.37851,-15.21215,6.446095,-4.688845,4.330079,-8.912291,-7.2419143,-7.7494764,-11.698738,-7.315725,-0.18063134,-6.438611,-5.0394506,4.4894304,3.2275875,-5.2740426,-3.023877,1.6592009,-1.4135866,-4.97497,-6.7438283,-5.9515142,-0.027196528,-0.007056853,-0.0072371503,-0.005581871,0.0033182409,0.005034912,0.005519482,0.0016966021,0.008681114,-0.004987826,-0.0014492006,-0.0019962306,0.0009224233,0.0067283334,0.0015436818,-0.001025118,-0.0035842909,-0.00085092883,0.0018684763,0.0009002606,-0.00066790864,0.0024175013,0.005327236
749,-525.76495,148.83702,-11.403514,7.454802,-5.237358,0.838943,-8.599969,-3.7768428,-6.445182,-4.6789594,-6.78893,-1.5912974,-3.413644,-4.9611464,0.22381286,2.0322268,-3.8376913,-3.1064844,-0.29721275,-0.31746748,-3.6189404,-3.486412,-4.474332,-0.019743487,-0.011361373,-0.0029068564,0.0006086252,-0.0007800957,-5.5127202e-05,0.0059778886,0.0062972107,0.006032701,-0.00036663903,-0.0024161967,-0.0036262772,0.0016316882,0.0018834576,-0.0015132265,-0.0027513772,-0.00024239122,-0.00083989324,-0.0005092796,-0.0007646391,0.0015385125,0.0037618761,0.0028478256
750,-516.42694,152.89734,-12.7480345,8.851982,-2.0247324,-1.8789239,-9.591413,-7.3500896,-3.2314205,-7.6361575,-6.779097,-1.1061156,-6.6414175,-6.841585,4.860033,1.8461188,-4.2461433,-3.6625524,-1.38957,-2.874683,-3.9979641,-4.7863183,-3.9901385,-0.012683006,-0.010301171,-0.0037014796,-0.001033829,0.0026168926,0.0031644662,0.0040793684,0.0024885281,0.0007428009,0.001221411,0.0005503234,0.00064628583,0.0011281201,0.0007347992,0.00019094495,-0.0025988051,-0.001808331,0.00048122735,0.0009801885,0.0010244662,0.0003240938,0.0008850433,0.00011983017
751,-500.99597,138.29475,-6.3636117,4.370477,2.7610986,-6.589982,-8.588486,-7.435899,-2.6846507,-8.324872,-7.2093983,-1.8963703,-8.79268,-5.9711957,2.5621998,0.9741283,-4.1669984,-4.81809,0.39380386,-1.5264765,-6.290556,-6.6432595,-4.157626,-0.0005417022,0.000111497735,0.0009534982,0.00090321427,-0.00019262836,-0.000964618,0.00053773937,0.00073855865,0.00039030242,0.0022393088,0.0024493053,0.0011902647,0.00047757535,-0.0006680367,-0.00066846865,0.00047170266,0.0006122998,-0.0008643633,-0.001968933,-5.2043566e-07,0.0018934903,0.00068299996,-0.0007624338
752,-510.6522,139.25027,-16.969656,16.043692,5.0205593,2.3077679,-7.410604,-7.825481,-4.507329,-10.838848,-7.394321,-0.20031755,-8.964055,-6.4739733,4.177446,-0.5268701,-4.431737,-4.6101,1.383478,-1.6152745,-7.127709,-3.8264177,-3.5289047,-0.01632279,0.009273676,0.009687319,-0.002321327,0.006544145,-0.0020135331,-0.0050856583,-0.0032210513,0.0036447058,-0.0060876696,-0.0052596913,0.0003679416,-0.0024992898,-0.00074338977,0.0004718751,-0.00424889,-0.0041433484,0.0002769679,-0.00050155364,0.000690983,0.00037571468,0.0040906915,0.0022818106
